Category,Message
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
ham,I hope you know I'm still mad at you.
spam,We tried to contact you for your answer to our suggestion about a video phone? 750 at any time any mins network? Unlimited text? Camera? Answer or call 08000930705 right now
spam,Sexy talk !! Make new friends or love the most discreet text dating service in the world. Just text VIP to 83110 and see who you can meet.
ham,Our Prashanthettan's mother passed away last night. pray for her and family.
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04
spam,U is registered for the best mobile content service in the UK for £ 3 every 10 days until you send a stop to 82324.
spam,"Free round melody just need to text ""polys"" to 87131. After that, every week has a new melody. 0870737910216YRS is only £ 1.50/week."
ham,Yes..gauti and sehwag out of odi series.
spam,URGENT! We are trying to contact you today show that you have won a prize worth £ 800. Call 09050000460 from Land Line. Request J89. Po Box245C2150pm
ham,No probs hon! How u doinat the mo?
ham,Oh k :)why you got job then whats up?
ham,Keep my payasam there if rinu brings
ham,We got a divorce. Lol. She.s here
spam,"Hot Live Fantasies call now 08707509020 only needs 20p per minute NTT Ltd, Po Box 1327 Croydon Cr9 5WB 0870 is a national ratio call"
spam,You have an important customer service notice from Premier.
ham,Ok lor. I'm in town now lei.
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
spam,Enter free in 2 components weekly to have the opportunity to win iPod. TXT POD to 80182 to receive the entry (STD TXT ratio) Applicable of T&C 08452810073 for details 18+
ham,She went to attend another two rounds today..but still did't reach home..
spam,Some of you know are trying to contact you through our dating service! To find out who can be called from your mobile phone or fixed phone 09064015307 Box334SK38CH
spam,"You have a secret person, who is looking for two people to contact you, who is the person they reveal who thinks you are very special on 09065171142-Stopsms-08"
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
spam,"Lord of the Rings: Return of the King in the store right now! Answer LOTR before April 2, stop to stop to end the TKTS"
ham,Okay. I've seen it. So i should pick it on friday?
spam,Important message. This is a final contact effort. You have important messages waiting for our customers. Expiry date of April 13. Call 08717507382 right now!
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
spam,"URGENT!! Holiday 4* Costa del Sol or £ 5000 is waiting for the collection. Call 09050090044 right now toclaim. SAE, TC S, POBOBO334, Stockport, SK38XH, cost £ 1.50/way, max10ins"
spam,"This week offers Savamob members to be accessible. Just call 08709501522 for details! Savamob, Poxi 139, LA3 2WU. Only £ 1.50/week. Savamob - Providing mobile phones!"
ham,"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN AÂ£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV"
spam,"Congratulations! 2 Videophones 3G Mobile R. Call 09061744553 now! Videochat Wid Ur Mates, Java game, Polyh Dload music, Noline Rentl. BX420. IP4. 5we. 150pm"
spam,"SMS service. For your document credit, PLS Goto www.comuk.net login = 3qxj9 cancel registration with stop, no extra fee. Help 08702840625.comuk. 220-CM2 9AE"
spam,"Textbuddy has 2 new Guys Horny in your area 4, only 25p free 2 receives the search postal code or at Gaytextbuddy.com. TXT one name to 89693. 08715500022 R Stop 2 CNL"
ham,Host-based IDPS for linux systems.
spam,18 days to start Euro2004! You will be informed about all the latest news and results daily. Cancellation of Get Euro registration stops to 83222.
spam,"Hey boys. Want hot xxx pics directly sent 2 phones of your phone? TXT is porn to 69855, 24 hours for free and then only 50p a day. To stop text Stopbcm SF WC1N3XX"
spam,"Receive 3 Lions England Tone, answer Lionm 4 Mono or Lionp 4 Poly. 4 Add Go 2 www.ringtones.co.uk, the best N original. Tons operating the 3GBP network applied."
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529
ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
spam,"500 new mobile phones since 2004, must go! TXT: Nokia to number: 89545 & collect you today! Only from 1 £ 1 www.4-tt.biz 2optout 087187262701.50GBP/MTMSG18 TXTAUSTION"
ham,S but mostly not like that.
ham,26th OF JULY
spam,URGENT! This is the second effort to contact U! U won £ 1000Call 09071512432 B4 300603T & CSBCM4235WC1N3XX.Callcost150ppmmbilesvary. Maxâ £ 7. 50
ham,If i not meeting Ã¼ all rite then i'll go home lor. If Ã¼ dun feel like comin it's ok.
spam,To sell - Arsenal Dartboard. Good condition but no double or trebles!
spam,"You have gained a guaranteed cash of £ 1000 or £ 2000 award. To request the YR Award, please call our customer service representative at 08714712379 between 10 am to 7 pm"
ham,it's really getting me down just hanging around.
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
spam,"Congratulations to 2 Videophones 3G Mobile R. Call 09063458130 now! Videochat Wid Ur Mates, Java game, Dload Polyph Music, Noline Rentl. BX420. IP4. 5we. 150p"
ham,Dear got bus directly to calicut
ham,Havent shopping now lor i juz arrive only
ham,"It could work, we'll reach a consensus at the next meeting"
ham,Hows the champ just leaving glasgow!
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
spam,"Winner !! As a valuable network customer, you have been chosen to receive a prize of £ 900! To request, call 09061701461. Code Request KL341. Only 12 hours."
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK ÂMORROW. C U THIS WK? WHO WAS THE MSG 4? Â RANDOM!
spam,"This is the second time we have tried 2 contact U. You have won the 750 pound award. 2 Request is easy, call 08718726970 right now! Only 10 minutes per minute. BT-NATIONAL ratio"
ham,I'll be at mu in like  &lt;#&gt;  seconds
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
spam,XMAS Isboom & UR is awarded £ 500 CD Vouchers & Entry Free 2 R £ 100 Weekly draw txt music to 87066 TNC www.ldew.com1win150ppmx3age16sub
ham,Just getting back home
spam,"U R has registered 2 textcomp 250 WKLY COM. Free question of January 1, the next WKS WKE charger @150p/msg.2 Cancellation TXT registration 2 84128, Custom 08712405020202020"
ham,I will treasure every moment we spend together...
spam,"SMS service. For your written credit, Pls Goto www.comuk.net login = ***** cancel registration with a stop. There is no extra fee. Help: 08700469649. Po Box420. Ip4 5we"
spam,"Hello, its husband at meetings on Friday and I will be alone at U Fancy Cumin hotel? Take leave MSG 2Day 09099726395 Lucy x call"
spam,"Dear owner, to ask for this week, at your PC, please visit http://www.wtlp.co.uk/text. TS & CS applied."
spam,"Your 2004 account for 07xxxxxxxxx shows that 786 points have not been received. To request, call 08719181259 Name code: xxxxx expired 26.03.05"
ham,No de. But call me after some time. Ill tell you k
spam,"Congratulations, you can request 2 VIP ROW a Ticket 2 C Blu in the concert in November or Blu Gift is guaranteed to call 09061104276 to request Dr. & CS www.smsco.net"
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play Â£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
ham,Wat time Ã¼ wan today?
ham,K do I need a login or anything
spam,Free for the first week! No1 Nokia Tone 4 UR MOB per week only txn nokia to 8007 receives txting and tells your friends www.getzed.co.uk Pobox 36504 W45WQ NORM150P/Tone 16+
ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
spam,85233 Free> Ringtones! Answer
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
spam,Valentines Day Special! Win over Â£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
spam,You are given a Sipix digital camera! Call 09061221061 from a fixed phone. Delivery within 28 days. T cs box177. M221BP. 2YR warranty. 150ppm. 16. P pâ £ 3.99
ham,I am taking you for italian food. How about a pretty dress with no panties? :)
spam,25p 4 Alfie Moon's Children in need Song on Ur Mob. Tell you M8S. TXT Tone to 8007 for Nokias or Poly Charity for Polys: Zed 08701417012 Profit of 2 charity.
ham,Do u noe how 2 send files between 2 computers?
spam,Now you canceled all the services. Receive tons of sexy children or hunters straight into your phone! Visit http://gotbabes.co.uk. No registration.
ham,Wat r u doing?
spam,"Your cash balance is currently 500 pounds-to maximize your cash, now send cash to 86688 only 150p/MSG. CC: 08718720201 Po box 114/14 TCR/W1"
spam,Free message: We have set up your mobile phone number because of confusion from Shortcode 83332. Please call 08081263000 to get refunded fees. This call will be free from fixed bt
spam,Guess! Someone you know the secret to imagine you! Who is it? Call us at 09065394973 from Datbox1282essexcm61xn 150p/minute 18
ham,"Yo, the game almost over? Want to go to walmart soon"
ham,No calls..messages..missed calls
ham,I gotta collect da car at 6 lei.
ham,Dunno lei... I might b eatin wif my frens... If Ã¼ wan to eat then i wait 4 Ã¼ lar
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
spam,URGENT! We are trying to contact U. Today Draw shows that you have won a prize worth £ 800. Call 09000001808 from Land Line. Request M95. Only valid 12hrs
ham,Ok... Sweet dreams...
ham,Jesus armand really is trying to tell everybody he can find
spam,"As a sim subscriber, you are chosen to receive bonuses! Receive it is transferred to your door, the word OK to the number: 88600 to request. 150p/message, exp. 30APR"
spam,"Welcome to choose, an O2 service with additional benefits. Now you can call our special trained advisors from your mobile phone by dialing 402."
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
spam,"CMON BABE, making me horn, * turn * I above! TXT I imagine your now, I love -) I am hot, sticky and need you right now. All answers cost £ 1.50. 2 Cancel send to stop"
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
spam,"This notice is free. Welcome to the new and improvement sex & dog! To cancel the registration from this service, the answer stops. Message@150p 18+Only"
spam,"You have won the TKTS to the Euro2004 Cup final or £ 800 cash, to collect 09058099801 B4190604, Pobox 7876150ppm"
ham,"Sorry, I'll call later"
spam,"Do well! Holiday 4* Costa del Sol or £ 5000 is waiting for the collection. Call 09050090044 right now toclaim. SAE, TCS, POBOBO334, Stockport, SK38XH, cost £ 1.50/way, max10ins"
ham,When you are big..| God will bring success.
spam,"U has been paid by Simonwatson5120 on Shinco DVD DVD. 2 BID again, visit SMS. AC/Smsrewards 2 announced that BID ended, the answer ended"
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.
ham,"Aight, sounds good. When do you want me to come down?"
